;ID PDC local;Statut du Point de charge;Arrondissement;ID Station local;ID Station itinerance;Nom station;Code INSEE commune;Type implantation;Nombre point de recharge;Date mise e  jour;Conditions dacces;Adresse station;Coordonnees geographiques;Gratuite;Paiement e  lacte;Paiement CB;Paiement autres;Reservation;Observations;SIREN amenageur;Contact amenageur;Nom amenageur;Nom operateur;Contact operateur;Telephone operateur;Nom enseigne;Tarification;ID PDC itinerance;Date mise en service;Accessibilite PMR;Restriction gabarit;Stationnement 2 roues;Puissance max KW;Prise type EF;Prise type 2;Prise type Combo CCS;Prise type Chademo;Prise type Autre;Prise type 3;Numero point livraison electricite;Horaires;Raccordement
844;FR*V75*EPX13*03*4;En service;13e Arrondissement;FR*V75*PPX13*03;FRV75PPX1303;Paris | Rue de Rungis  2;75113.0;Voirie;6;23/09/2021;Acces libre;2 Rue de Rungis 75013 Paris;48.82195,2.345853;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX13034;13/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7359623640371.0;24-juil;Direct
845;FR*V75*EPX12*06*1;En service;12e Arrondissement;FR*V75*PPX12*06;FRV75PPX1206;Paris | Avenue de Saint-Mande 94;75112.0;Voirie;6;23/09/2021;Acces libre;94 Avenue de Saint-Mande 75012 Paris;48.8444,2.407044;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX12061;27/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7285093959399.0;24-juil;Direct
846;FR*V75*EPX19*02*3;En service;19e Arrondissement;FR*V75*PPX19*02;FRV75PPX1902;Paris | Avenue de Flandre 61;75119.0;Voirie;7;23/09/2021;Acces libre;61 Avenue de Flandre 75019 Paris;48.888195,2.37308;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX19023;12/07/2021;Non accessible;aucune restriction;TRUE;3.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7524023057589.0;24-juil;Direct
847;FR*V75*EPX15*06*4;En service;15e Arrondissement;FR*V75*PPX15*06;FRV75PPX1506;Paris | Rue Gerbert 11;75115.0;Voirie;5;23/09/2021;Acces libre;11 Rue Gerbert 75015 Paris;48.839577,2.2986453;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX15064;01/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7491606266932.0;24-juil;Direct
848;FR*V75*EPX15*07*1;En service;15e Arrondissement;FR*V75*PPX15*07;FRV75PPX1507;Paris | Avenue Emile Zola 65;75115.0;Voirie;4;22/11/2022;Acces libre;65 Avenue Emile Zola 75015 Paris;48.846703,2.2844167;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX15071;01/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7483502070276.0;24-juil;Direct
849;FR*V75*EPX15*13*4;En service;15e Arrondissement;FR*V75*PPX15*13;FRV75PPX1513;Paris | Rue Cotentin 29;75115.0;Voirie;7;23/09/2021;Acces libre;29 Rue Cotentin 75015 Paris;48.838547,2.312675;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX15134;21/01/2022;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7495224211946.0;24-juil;Direct
850;FR*V75*EPX15*16*2;En service;15e Arrondissement;FR*V75*PPX15*16;FRV75PPX1516;Paris | Rue de la Convention 171;75115.0;Voirie;5;23/09/2021;Acces libre;171 Rue de la Convention 75015 Paris;48.838314,2.2943442;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX15162;09/07/2021;Non accessible;aucune restriction;TRUE;3.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7468017265602.0;24-juil;Direct
851;FR*V75*EPX16*06*6;En service;16e Arrondissement;FR*V75*PPX16*06;FRV75PPX1606;Paris | Avenue dIena  63;75116.0;Voirie;6;23/09/2021;Acces libre;63 Avenue dIena 75016 Paris;48.87133,2.295196;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX16066;07/07/2021;Non accessible;aucune restriction;TRUE;3.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7407669942896.0;24-juil;Direct
852;FR*V75*EPX17*04*2;En service;17e Arrondissement;FR*V75*PPX17*04;FRV75PPX1704;Paris | Avenue de la Porte Pouchet 6;75117.0;Voirie;6;23/09/2021;Acces libre;6 Avenue de la Porte Pouchet 75017 Paris;48.897976,2.323452;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX17042;12/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7504052001142.0;24-juil;Direct
853;FR*V75*EPX20*06*3;En service;20e Arrondissement;FR*V75*PPX20*06;FRV75PPX2006;Paris | Rue Julien Lacroix 39;75120.0;Voirie;6;23/09/2021;Acces libre;39 Rue Julien Lacroix 75020 Paris;48.86986,2.38494;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX20063;07/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7221273409414.0;24-juil;Direct
854;FR*V75*EPX17*05*5;En service;17e Arrondissement;FR*V75*PPX17*05;FRV75PPX1705;Paris | Rue de la Jonquiere 66;75117.0;Voirie;5;23/09/2021;Acces libre;66 Rue de la Jonquiere 75017 Paris;48.894165,2.3211582;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX17055;13/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7548625082591.0;24-juil;Direct
855;FR*V75*EPX16*09*2;En service;16e Arrondissement;FR*V75*PPX16*09;FRV75PPX1609;Paris | Avenue Paul Doumer 72;75116.0;Voirie;6;23/09/2021;Acces libre;72 Avenue Paul Doumer 75016 Paris;48.859756,2.278694;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX16092;22/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7409551273450.0;24-juil;Direct
856;FR*V75*EPX16*09*5;En service;16e Arrondissement;FR*V75*PPX16*09;FRV75PPX1609;Paris | Avenue Paul Doumer 72;75116.0;Voirie;6;23/09/2021;Acces libre;72 Avenue Paul Doumer 75016 Paris;48.859756,2.278694;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX16095;22/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7409551273450.0;24-juil;Direct
857;FR*V75*EPX18*04*2;En service;18e Arrondissement;FR*V75*PPX18*04;FRV75PPX1804;Paris | Rue Caulaincourt 17;75118.0;Voirie;4;23/09/2021;Acces libre;17 Rue Caulaincourt 75018 Paris;48.887253,2.3330069;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX18042;29/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7576555618999.0;24-juil;Direct
858;FR*V75*EPX20*08*1;En service;20e Arrondissement;FR*V75*PPX20*08;FRV75PPX2008;Paris | Rue Monte Cristo 24;75120.0;Voirie;6;23/09/2021;Acces libre;24 Rue Monte Cristo 75020 Paris;48.855225,2.3984911;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX20081;21/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7200868199655.0;24-juil;Direct
859;FR*V75*EPX02*05*4;En service;Paris centre;FR*V75*PPX02*05;FRV75PPX0205;Paris | Rue Etienne Marcel  36;75102.0;Voirie;5;12/04/2022;Acces libre;36 Rue Etienne Marcel 75002 Paris;48.86502,2.344388;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX02054;11/08/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7192185162798.0;24-juil;Direct
860;FR*V75*EPX02*06*2;En service;Paris centre;FR*V75*PPX02*06;FRV75PPX0206;Paris | Rue de la Paix 24;75102.0;Voirie;5;12/04/2022;Acces libre;24 Rue de la Paix 75002 Paris;48.869926,2.3320835;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX02062;27/08/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7162228577968.0;24-juil;Direct
861;FR*V75*EPX02*07*2;En service;Paris centre;FR*V75*PPX02*07;FRV75PPX0207;Paris | Rue dUzes 1;75102.0;Voirie;5;23/09/2021;Acces libre;1 Rue dUzes 75002 Paris;48.870422,2.3454537;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX02072;12/10/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7166280676326.0;24-juil;Direct
862;FR*V75*EPX02*07*5;En service;Paris centre;FR*V75*PPX02*07;FRV75PPX0207;Paris | Rue dUzes 1;75102.0;Voirie;5;23/09/2021;Acces libre;1 Rue dUzes 75002 Paris;48.870422,2.3454537;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX02075;12/10/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7166280676326.0;24-juil;Direct
863;FR*V75*EPX03*03*6;En service;Paris centre;FR*V75*PPX03*03;FRV75PPX0303;Paris | Boulevard Beaumarchais 87;75103.0;Voirie;6;22/04/2022;Acces libre;87 Boulevard Beaumarchais 75003 Paris;48.858967,2.36738;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX03036;22/04/2022;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7116208317412.0;24-juil;Direct
864;;En test;10e Arrondissement;FR*V75*PPX10*04;FRV75PPX1004;Paris | Rue La Fayette 143;75110.0;Voirie;0;23/09/2021;Acces libre;143 Rue La Fayette 75010 Paris;48.879135,2.3560476;FALSE;TRUE;FALSE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;;;;;;;;;;;;;;24-juil;Direct
865;FR*V75*EPX10*07*1;En service;10e Arrondissement;FR*V75*PPX10*07;FRV75PPX1007;Paris | Rue du Che¢teau Landon 24;75110.0;Voirie;5;12/04/2022;Acces libre;24 Rue du Che¢teau Landon 75010 Paris;48.881493,2.362957;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX10071;17/08/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7115629446404.0;24-juil;Direct
866;FR*V75*EPX10*07*4;En service;10e Arrondissement;FR*V75*PPX10*07;FRV75PPX1007;Paris | Rue du Che¢teau Landon 24;75110.0;Voirie;5;12/04/2022;Acces libre;24 Rue du Che¢teau Landon 75010 Paris;48.881493,2.362957;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX10074;17/08/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7115629446404.0;24-juil;Direct
867;FR*V75*EPX10*06*1;En service;10e Arrondissement;FR*V75*PPX10*06;FRV75PPX1006;Paris | Rue du Buisson Saint Louis 2;75110.0;Voirie;5;12/04/2022;Acces libre;2 Rue du Buisson Saint Louis 75010 Paris;48.87179,2.372482;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX10061;26/08/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7125325539031.0;24-juil;Direct
868;FR*V75*EPX14*04*5;En service;14e Arrondissement;FR*V75*PPX14*04;FRV75PPX1404;Paris | Rue Castagnou 10;75114.0;Voirie;7;23/09/2021;Acces libre;10 Rue Castagnou 75014 Paris;48.83273,2.32608;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX14045;25/10/2022;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7387698893491.0;24-juil;Direct
869;FR*V75*EPX13*08*4;En service;13e Arrondissement;FR*V75*PPX13*08;FRV75PPX1308;Paris | Avenue de Choisy 8;75113.0;Voirie;4;23/09/2021;Acces libre;8 Avenue de Choisy 75013 Paris;48.82056,2.3643334;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX13084;29/09/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7317800195882.0;24-juil;Direct
870;FR*V75*EPX14*07*1;En service;14e Arrondissement;FR*V75*PPX14*07;FRV75PPX1407;Paris | Rue Didot 41;75114.0;Voirie;4;19/01/2022;Acces libre;41 Rue Didot 75014 Paris;48.831856,2.3202972;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX14071;01/09/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7338060687955.0;24-juil;Direct
871;FR*V75*EPX13*12*1;En service;13e Arrondissement;FR*V75*PPX13*12;FRV75PPX1312;Paris | Rue Gouthiere 12;75113.0;Voirie;6;23/09/2021;Acces libre;12 Rue Gouthiere 75013 Paris;48.820423,2.3512075;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX13121;29/09/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7359334204767.0;24-juil;Direct
872;FR*V75*EPX13*12*5;En service;13e Arrondissement;FR*V75*PPX13*12;FRV75PPX1312;Paris | Rue Gouthiere 12;75113.0;Voirie;6;23/09/2021;Acces libre;12 Rue Gouthiere 75013 Paris;48.820423,2.3512075;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX13125;29/09/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7359334204767.0;24-juil;Direct
873;FR*V75*EPX15*24*1;En service;15e Arrondissement;FR*V75*PPX15*24;FRV75PPX1524;Paris | Boulevard de Grenelle 139;75115.0;Voirie;6;23/09/2021;Acces libre;139 Boulevard de Grenelle 75015 Paris;48.8483,2.301;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX15241;16/11/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7467293676489.0;24-juil;Direct
874;FR*V75*EPX15*24*3;En service;15e Arrondissement;FR*V75*PPX15*24;FRV75PPX1524;Paris | Boulevard de Grenelle 139;75115.0;Voirie;6;23/09/2021;Acces libre;139 Boulevard de Grenelle 75015 Paris;48.8483,2.301;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX15243;16/11/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7467293676489.0;24-juil;Direct
875;FR*V75*EPX15*24*4;En service;15e Arrondissement;FR*V75*PPX15*24;FRV75PPX1524;Paris | Boulevard de Grenelle 139;75115.0;Voirie;6;23/09/2021;Acces libre;139 Boulevard de Grenelle 75015 Paris;48.8483,2.301;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX15244;16/11/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7467293676489.0;24-juil;Direct
876;FR*V75*EPX16*13*6;En service;16e Arrondissement;FR*V75*PPX16*13;FRV75PPX1613;Paris |  Avenue de Malakoff 115;75116.0;Voirie;6;23/09/2021;Acces libre;115 Avenue de Malakoff 75016 Paris;48.8735,2.2843;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX16136;25/10/2022;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7413169218442.0;24-juil;Direct
877;FR*V75*EPX15*27*2;En service;15e Arrondissement;FR*V75*PPX15*27;FRV75PPX1527;Paris | Rue Beaugrenelle 4;75115.0;Voirie;6;23/09/2021;Acces libre;4 Rue Beaugrenelle 75015 Paris;48.8479,2.2847;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX15272;01/09/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7437626527299.0;24-juil;Direct
878;FR*V75*EPX16*17*1;En service;16e Arrondissement;FR*V75*PPX16*17;FRV75PPX1617;Paris | Boulevard Exelmans 77;75116.0;Voirie;4;23/09/2021;Acces libre;77 Boulevard Exelmans 75016 Paris;48.8433,2.2595;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX16171;07/09/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7466570087636.0;24-juil;Direct
879;FR*V75*EPX16*17*3;En service;16e Arrondissement;FR*V75*PPX16*17;FRV75PPX1617;Paris | Boulevard Exelmans 77;75116.0;Voirie;4;23/09/2021;Acces libre;77 Boulevard Exelmans 75016 Paris;48.8433,2.2595;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX16173;07/09/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7466570087636.0;24-juil;Direct
